,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GS,LEAGUE_ID,MIN,OREB,ORGANIZATION_ID,PF,PLAYER_AGE,PLAYER_ID,PTS,RANK_AST,RANK_BLK,RANK_DREB,RANK_EFF,RANK_FG3A,RANK_FG3M,RANK_FG3_PCT,RANK_FGA,RANK_FGM,RANK_FG_PCT,RANK_FTA,RANK_FTM,RANK_FT_PCT,RANK_MIN,RANK_OREB,RANK_PTS,RANK_REB,RANK_STL,RANK_TOV,REB,SCHOOL_NAME,SEASON_ID,STL,TEAM_ABBREVIATION,TEAM_ID,TOV,Team_ID,id,full_name,first_name,last_name,is_active,PlayerID,SportsDataID,Status,TeamID,Team,Jersey,PositionCategory,Position,FirstName,LastName,Height,Weight,BirthDate,BirthCity,BirthState,BirthCountry,HighSchool,College,Salary,PhotoUrl,Experience,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,FantasyAlarmPlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,FanDuelName,DraftKingsName,YahooName,DepthChartPosition,DepthChartOrder,GlobalTeamID,FantasyDraftName,FantasyDraftPlayerID,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated,NbaDotComPlayerID
677,213,27.0,193.0,334,127,0.38,610,252,0.413,64,53,0.828,56,48,00,1760.0,35.0,,139,21.0,1628989,684,,,,,,,,,,,,,,,,,,,,228.0,,2019-20,51.0,ATL,1610612737.0,87.0,,1628989,Kevin Huerter,Kevin,Huerter,True,20001993,,Active,3,ATL,3,G,SG,Kevin,Huerter,79,190,1998-08-27T00:00:00,,,,,Maryland,2636280.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001993.png,0,858d255e-9a7b-4c7a-aac4-fc7cf3a5f238,2952.0,4449.0,201107.0,944785,775529.0,,Scrambled,Scrambled,,Scrambled,84704,944785,6030,Kevin Huerter,Kevin Huerter,Kevin Huerter,SG,0.0,20000003,Kevin Huerter,944785,4587605.0,http://cdn.usatsimg.com/api/download/?imageID=13458738,http://cdn.usatsimg.com/api/download/?imageID=13515065,2019-10-09T17:16:12,2019-10-14T10:07:38,1628989
679,112,18.0,242.0,304,108,0.355,683,280,0.41,144,110,0.764,63,62,00,2018.0,44.0,,182,22.0,1629631,778,,,,,,,,,,,,,,,,,,,,286.0,,2019-20,44.0,ATL,1610612737.0,103.0,,1629631,De'Andre Hunter,De'Andre,Hunter,True,20002268,,Active,3,ATL,12,G,PG,De'Andre,Hunter,79,225,,,,,,Virginia,7068360.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002268.png,0,a4a75d83-54b5-4dca-913e-44ab04288446,3117.0,4776.0,201258.0,942857,774977.0,,Scrambled,Scrambled,,Scrambled,110338,942857,6166,De'Andre Hunter,De'Andre Hunter,De'Andre Hunter,SF,0.0,20000003,De'Andre Hunter,942857,4587607.0,http://cdn.usatsimg.com/api/download/?imageID=13562271,http://cdn.usatsimg.com/api/download/?imageID=13562257,2019-10-24T18:09:11,2019-10-24T18:08:55,1629631
681,26,7.0,90.0,38,12,0.316,175,80,0.457,78,46,0.59,28,10,00,527.0,18.0,,47,23.0,1628990,218,,,,,,,,,,,,,,,,,,,,108.0,,2019-20,27.0,CHI,1610612741.0,27.0,,1628990,Chandler Hutchison,Chandler,Hutchison,True,20002004,,Active,11,CHI,15,F,SF,Chandler,Hutchison,79,210,1996-04-26T00:00:00,,,,,Boise State,2332320.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002004.png,0,5d9dd021-537d-478d-8540-2d2708f356f4,2963.0,4451.0,201088.0,846866,762131.0,,Scrambled,Scrambled,2020-03-11T00:00:00,Scrambled,84707,846866,6033,Chandler Hutchison,Chandler Hutchison,Chandler Hutchison,SF,1.0,20000011,Chandler Hutchison,846866,4587985.0,http://cdn.usatsimg.com/api/download/?imageID=13477379,http://cdn.usatsimg.com/api/download/?imageID=11993959,2019-10-09T17:16:12,2019-01-14T09:59:24,1628990
683,73,42.0,310.0,166,66,0.398,623,323,0.518,119,89,0.748,50,27,00,1377.0,104.0,,138,30.0,201586,801,,,,,,,,,,,,,,,,,,,,414.0,,2019-20,24.0,TOR,1610612761.0,100.0,,201586,Serge Ibaka,Serge,Ibaka,True,20000874,,Active,10,TOR,9,F,PF,Serge,Ibaka,84,235,1989-09-18T00:00:00,Brazzaville,Congo,,,,23271604.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000874.png,9,0afca4ef-6ad4-4f96-8cd2-b20b59c6ce90,1521.0,2965.0,200241.0,456450,739855.0,1965.0,Scrambled,Scrambled,,Scrambled,9957,456450,4486,Serge Ibaka,Serge Ibaka,Serge Ibaka,C,1.0,20000010,Serge Ibaka,456450,4588048.0,http://cdn.usatsimg.com/api/download/?imageID=11497972,http://cdn.usatsimg.com/api/download/?imageID=10773244,2018-10-22T18:50:33,2018-04-07T18:29:52,201586
685,28,16.0,43.0,24,9,0.375,51,25,0.49,8,2,0.25,14,0,00,259.0,10.0,,28,36.0,2738,61,,,,,,,,,,,,,,,,,,,,53.0,,2019-20,8.0,MIA,1610612748.0,17.0,,2738,Andre Iguodala,Andre,Iguodala,True,20000487,,Active,4,MIA,28,F,SF,Andre,Iguodala,78,215,1984-01-28T00:00:00,Springfield,Illinois,,,Arizona,17185185.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000487.png,14,9fdcd102-1c82-4e32-b366-c93139352c75,1049.0,2527.0,200202.0,173004,671779.0,1012.0,Scrambled,Scrambled,,Scrambled,9664,173004,3826,Andre Iguodala,Andre Iguodala,Andre Iguodala,SF,1.0,20000004,Andre Iguodala,173004,4587446.0,http://cdn.usatsimg.com/api/download/?imageID=13714840,http://cdn.usatsimg.com/api/download/?imageID=13714890,2019-11-26T10:23:42,2019-11-26T10:24:59,2738
687,47,14.0,216.0,124,46,0.371,290,137,0.472,75,62,0.827,56,8,00,896.0,60.0,,87,32.0,101141,382,,,,,,,,,,,,,,,,,,,,276.0,,2019-20,23.0,MIL,1610612749.0,33.0,,101141,Ersan Ilyasova,Ersan,Ilyasova,True,20000498,,Active,15,MIL,7,F,PF,Ersan,Ilyasova,81,235,1987-05-15T00:00:00,Eskisehir,Turkey,,,,7000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000498.png,10,a519659f-7cc0-40ee-8c49-1bb0b9ca5b13,1147.0,2607.0,200321.0,292396,725659.0,1268.0,Scrambled,Scrambled,,Scrambled,9598,292396,3962,Ersan Ilyasova,Ersan Ilyasova,Ersan Ilyasova,C,1.0,20000015,Ersan Ilyasova,292396,4587758.0,http://cdn.usatsimg.com/api/download/?imageID=11575916,http://cdn.usatsimg.com/api/download/?imageID=10773503,2018-11-02T15:17:02,2018-04-07T18:54:22,101141
689,331,9.0,233.0,310,123,0.397,494,218,0.441,84,65,0.774,64,37,00,1916.0,23.0,,135,32.0,204060,624,,,,,,,,,,,,,,,,,,,,256.0,,2019-20,57.0,UTA,1610612762.0,124.0,,204060,Joe Ingles,Joe,Ingles,True,20000842,,Active,17,UTA,2,F,SF,Joe,Ingles,79,220,1987-10-02T00:00:00,Happy Valley,South Australia,,,,11954546.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000842.png,4,5b297372-b2af-445e-a4bc-777982dbc1e3,2420.0,3689.0,200173.0,553306,761271.0,2073.0,Scrambled,Scrambled,,Scrambled,59318,553306,5393,Joe Ingles,Joe Ingles,Joe Ingles,SF,1.0,20000017,Joe Ingles,553306,4586730.0,http://cdn.usatsimg.com/api/download/?imageID=13477270,http://cdn.usatsimg.com/api/download/?imageID=13514642,2019-10-09T17:16:12,2019-10-14T09:51:27,204060
691,241,37.0,301.0,354,137,0.387,1006,469,0.466,330,283,0.858,56,56,00,1918.0,49.0,,162,22.0,1627742,1358,,,,,,,,,,,,,,,,,,,,350.0,,2019-20,56.0,NOP,1610612740.0,174.0,,1627742,Brandon Ingram,Brandon,Ingram,True,20001671,,Active,23,NO,14,F,SF,Brandon,Ingram,79,190,1997-09-02T00:00:00,Kinston,North Carolina,,,Duke,7265485.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001671.png,2,8082841d-e516-43c6-a81b-7987fa321acd,2616.0,3861.0,200764.0,887665,767463.0,,Scrambled,Scrambled,,Scrambled,66048,887665,5601,Brandon Ingram,Brandon Ingram,Brandon Ingram,SF,0.0,20000023,Brandon Ingram,887665,4587114.0,http://cdn.usatsimg.com/api/download/?imageID=13714787,http://cdn.usatsimg.com/api/download/?imageID=13714785,2019-11-26T10:22:16,2019-11-26T10:22:13,1627742
692,1,0.0,0.0,3,0,0.0,4,1,0.25,0,0,0.0,1,0,00,9.0,1.0,,0,22.0,1627742,2,,,,,,,,,,,,,,,,,,,,1.0,,2019-20,1.0,GNS,1610616833.0,1.0,,1627742,Brandon Ingram,Brandon,Ingram,True,20001671,,Active,23,NO,14,F,SF,Brandon,Ingram,79,190,1997-09-02T00:00:00,Kinston,North Carolina,,,Duke,7265485.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001671.png,2,8082841d-e516-43c6-a81b-7987fa321acd,2616.0,3861.0,200764.0,887665,767463.0,,Scrambled,Scrambled,,Scrambled,66048,887665,5601,Brandon Ingram,Brandon Ingram,Brandon Ingram,SF,0.0,20000023,Brandon Ingram,887665,4587114.0,http://cdn.usatsimg.com/api/download/?imageID=13714787,http://cdn.usatsimg.com/api/download/?imageID=13714785,2019-11-26T10:22:16,2019-11-26T10:22:13,1627742
694,128,10.0,81.0,142,56,0.394,416,199,0.478,102,94,0.922,20,20,00,658.0,22.0,,53,27.0,202681,548,,,,,,,,,,,,,,,,,,,,103.0,,2019-20,27.0,BKN,1610612751.0,52.0,,202681,Kyrie Irving,Kyrie,Irving,True,20000574,,Active,8,BKN,11,G,PG,Kyrie,Irving,74,195,1992-03-23T00:00:00,Melbourne,Victoria,,,Duke,31742000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000574.png,7,dd146010-902b-4ad7-b98c-650d0363a2f0,1820.0,3186.0,200551.0,551768,747932.0,2739.0,Scrambled,Scrambled,2020-02-20T00:00:00,Scrambled,14498,551768,4840,Kyrie Irving,Kyrie Irving,Kyrie Irving,,,20000008,Kyrie Irving,551768,4588147.0,http://cdn.usatsimg.com/api/download/?imageID=13714794,http://cdn.usatsimg.com/api/download/?imageID=13714820,2019-11-26T10:22:26,2019-11-26T10:23:14,202681
696,44,78.0,165.0,91,30,0.33,322,149,0.463,73,56,0.767,32,32,00,949.0,57.0,,79,22.0,1628371,384,,,,,,,,,,,,,,,,,,,,222.0,,2019-20,50.0,ORL,1610612753.0,47.0,,1628371,Jonathan Isaac,Jonathan,Isaac,True,20001830,,Active,5,ORL,1,F,PF,Jonathan,Isaac,83,230,1997-10-03T00:00:00,,,,,Florida State,5806440.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001830.png,1,776679a3-c1d8-4463-99b1-61024008a3ed,2781.0,4103.0,200954.0,940823,776355.0,,Scrambled,Scrambled,2020-02-26T00:00:00,Scrambled,80811,940823,5768,Jonathan Isaac,Jonathan Isaac,Jonathan Isaac,SF,0.0,20000005,Jonathan Isaac,940823,4587673.0,http://cdn.usatsimg.com/api/download/?imageID=13458746,http://cdn.usatsimg.com/api/download/?imageID=13515025,2019-10-09T17:16:12,2019-10-14T10:05:45,1628371
698,46,11.0,90.0,67,21,0.313,194,77,0.397,76,62,0.816,45,18,00,810.0,23.0,,62,25.0,1628411,237,,,,,,,,,,,,,,,,,,,,113.0,,2019-20,25.0,ORL,1610612753.0,18.0,,1628411,Wes Iwundu,Wes,Iwundu,True,20001848,,Active,5,ORL,25,F,SF,Wesley,Iwundu,78,195,1994-12-20T00:00:00,,,,,Kansas State,1618420.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001848.png,1,1aeb42f8-f283-45bf-b627-a318f7b246b2,2823.0,4130.0,200981.0,793863,756653.0,,Scrambled,Scrambled,,Scrambled,48940,793863,5846,Wesley Iwundu,Wes Iwundu,Wes Iwundu,SF,1.0,20000005,Wes Iwundu,793863,4587675.0,http://cdn.usatsimg.com/api/download/?imageID=11976944,http://cdn.usatsimg.com/api/download/?imageID=11993920,2019-01-11T13:36:44,2019-01-14T09:58:11,1628411
700,41,4.0,52.0,120,39,0.325,257,99,0.385,64,48,0.75,51,1,00,656.0,19.0,,67,21.0,1628402,285,,,,,,,,,,,,,,,,,,,,71.0,,2019-20,15.0,NOP,1610612740.0,43.0,,1628402,Frank Jackson,Frank,Jackson,True,20001847,,Active,23,NO,15,G,PG,Frank,Jackson,75,205,1998-05-04T00:00:00,,,,,Duke,1618520.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001847.png,0,88382494-4529-43d0-a328-b747e9372564,2802.0,4172.0,200977.0,937667,774857.0,,Scrambled,Scrambled,,Scrambled,80824,937667,5844,Frank Jackson,Frank Jackson,Frank Jackson,PG,1.0,20000023,Frank Jackson,937667,4587116.0,http://cdn.usatsimg.com/api/download/?imageID=13477281,http://cdn.usatsimg.com/api/download/?imageID=13514607,2019-10-09T17:16:12,2019-10-14T09:50:05,1628402
702,31,9.0,47.0,72,23,0.319,155,68,0.439,44,29,0.659,18,0,00,357.0,11.0,,39,23.0,1628367,188,,,,,,,,,,,,,,,,,,,,58.0,,2019-20,18.0,MEM,1610612763.0,25.0,,1628367,Josh Jackson,Josh,Jackson,True,20001828,,Active,21,MEM,20,F,SF,Josh,Jackson,80,207,1997-02-10T00:00:00,,,,,Kansas,7059480.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001828.png,1,05204575-e093-44ee-869c-7668ca6995d6,2776.0,4129.0,200945.0,944164,774849.0,,Scrambled,Scrambled,,Scrambled,80809,944164,5766,Josh Jackson,Josh Jackson,Josh Jackson,SF,1.0,20000021,Josh Jackson,944164,4586955.0,http://cdn.usatsimg.com/api/download/?imageID=13454581,http://cdn.usatsimg.com/api/download/?imageID=13514797,2019-10-03T13:01:47,2019-10-14T09:56:20,1628367
704,49,10.0,115.0,151,45,0.298,311,124,0.399,44,36,0.818,58,2,00,929.0,27.0,,58,24.0,1628382,329,,,,,,,,,,,,,,,,,,,,142.0,,2019-20,12.0,DAL,1610612742.0,12.0,,1628382,Justin Jackson,Justin,Jackson,True,20001845,,Active,25,DAL,44,F,SF,Justin,Jackson,79,220,1995-03-28T00:00:00,,,,,North Carolina,3280920.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001845.png,1,1c6ea43f-a36a-4222-86ab-504f4af6fb4e,2796.0,4164.0,200961.0,842955,761361.0,,Scrambled,Scrambled,,Scrambled,58134,842955,5828,Justin Jackson,Justin Jackson,Justin Jackson,PF,1.0,20000025,Justin Jackson,842955,4587149.0,http://cdn.usatsimg.com/api/download/?imageID=13477395,http://cdn.usatsimg.com/api/download/?imageID=13514699,2019-10-09T17:16:12,2019-10-14T09:53:16,1628382
706,72,1.0,30.0,82,31,0.378,198,76,0.384,33,26,0.788,14,10,00,381.0,11.0,,21,29.0,202704,209,,,,,,,,,,,,,,,,,,,,41.0,,2019-20,8.0,DET,1610612765.0,23.0,,202704,Reggie Jackson,Reggie,Jackson,True,20000881,,Active,28,LAC,1,G,PG,Reggie,Jackson,75,208,1990-04-16T00:00:00,Pordenone,Italy,,,Boston College,512721.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000881.png,7,7b745dde-a011-45a8-98a8-460a9facb3ce,1846.0,3217.0,200515.0,462444,740088.0,3014.0,Scrambled,Scrambled,,Scrambled,14523,462444,4906,Reggie Jackson,Reggie Jackson,Reggie Jackson,SG,1.0,20000028,Reggie Jackson,462444,4587281.0,http://cdn.usatsimg.com/api/download/?imageID=13477202,http://cdn.usatsimg.com/api/download/?imageID=13514529,2019-10-09T17:16:12,2019-10-14T09:47:40,202704
707,29,4.0,22.0,31,14,0.452,59,31,0.525,10,9,0.9,9,1,00,175.0,4.0,,19,29.0,202704,85,,,,,,,,,,,,,,,,,,,,26.0,,2019-20,2.0,LAC,1610612746.0,17.0,,202704,Reggie Jackson,Reggie,Jackson,True,20000881,,Active,28,LAC,1,G,PG,Reggie,Jackson,75,208,1990-04-16T00:00:00,Pordenone,Italy,,,Boston College,512721.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000881.png,7,7b745dde-a011-45a8-98a8-460a9facb3ce,1846.0,3217.0,200515.0,462444,740088.0,3014.0,Scrambled,Scrambled,,Scrambled,14523,462444,4906,Reggie Jackson,Reggie Jackson,Reggie Jackson,SG,1.0,20000028,Reggie Jackson,462444,4587281.0,http://cdn.usatsimg.com/api/download/?imageID=13477202,http://cdn.usatsimg.com/api/download/?imageID=13514529,2019-10-09T17:16:12,2019-10-14T09:47:40,202704
708,101,5.0,52.0,113,45,0.398,257,107,0.416,43,35,0.814,23,11,00,556.0,15.0,,40,29.0,202704,294,,,,,,,,,,,,,,,,,,,,67.0,,2019-20,10.0,TOT,0.0,40.0,,202704,Reggie Jackson,Reggie,Jackson,True,20000881,,Active,28,LAC,1,G,PG,Reggie,Jackson,75,208,1990-04-16T00:00:00,Pordenone,Italy,,,Boston College,512721.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000881.png,7,7b745dde-a011-45a8-98a8-460a9facb3ce,1846.0,3217.0,200515.0,462444,740088.0,3014.0,Scrambled,Scrambled,,Scrambled,14523,462444,4906,Reggie Jackson,Reggie Jackson,Reggie Jackson,SG,1.0,20000028,Reggie Jackson,462444,4587281.0,http://cdn.usatsimg.com/api/download/?imageID=13477202,http://cdn.usatsimg.com/api/download/?imageID=13514529,2019-10-09T17:16:12,2019-10-14T09:47:40,202704
710,76,87.0,201.0,340,135,0.397,701,328,0.468,166,123,0.741,54,54,00,1512.0,53.0,,219,20.0,1628991,914,,,,,,,,,,,,,,,,,,,,254.0,,2019-20,36.0,MEM,1610612763.0,94.0,,1628991,Jaren Jackson Jr.,Jaren,Jackson Jr.,True,20001991,,Active,21,MEM,13,F,PF,Jaren,Jackson Jr.,83,242,1999-09-15T00:00:00,,,,,Michigan State,6927480.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001991.png,0,3e492a6a-ed3c-499d-b3f5-ff68ca16f6fd,2933.0,4384.0,201100.0,1078662,780008.0,,Scrambled,Scrambled,2020-03-11T00:00:00,Scrambled,84683,1078662,6015,Jaren Jackson,Jaren Jackson Jr.,Jaren Jackson Jr.,PF,0.0,20000021,Jaren Jackson Jr.,1078662,4586957.0,http://cdn.usatsimg.com/api/download/?imageID=13454680,http://cdn.usatsimg.com/api/download/?imageID=13514905,2019-10-03T13:03:21,2019-10-14T10:00:44,1628991
712,16,9.0,24.0,26,9,0.346,78,33,0.423,21,10,0.476,34,0,00,218.0,6.0,,16,23.0,1629713,85,,,,,,,,,,,,,,,,,,,,30.0,,2019-20,6.0,SAC,1610612758.0,8.0,,1629713,Justin James,Justin,James,True,20002310,,Active,30,SAC,10,G,PG,Justin,James,79,190,,,,,,Wyoming,898310.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002310.png,0,90f29118-aeb0-420b-9cd0-a6a94ad23abc,,4918.0,201255.0,892940,768108.0,,Scrambled,Scrambled,2020-03-12T00:00:00,Scrambled,110334,892940,6228,Justin James,Justin James,Justin James,PG,1.0,20000030,Justin James,892940,4587239.0,http://cdn.usatsimg.com/api/download/?imageID=13454627,http://cdn.usatsimg.com/api/download/?imageID=13514774,2019-10-03T13:02:27,2019-10-14T09:55:31,1629713
714,1,0.0,0.0,4,1,0.25,7,3,0.429,0,0,0.0,6,0,00,19.0,1.0,,3,22.0,1629610,7,,,,,,,,,,,,,,,,,,,,1.0,,2019-20,1.0,SAC,1610612758.0,0.0,,1629610,DaQuan Jeffries,DaQuan,Jeffries,True,20002374,,Active,30,SAC,19,G,PG,Daquan,Jeffries,77,230,,,,,,Tulsa,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002374.png,0,3a2b38a1-23da-4af8-8c1a-e52694c2416a,,4937.0,201350.0,896184,767927.0,,Scrambled,Scrambled,,Scrambled,117307,896184,6276,DaQuan Jeffries,DaQuan Jeffries,DaQuan Jeffries,,,20000030,DaQuan Jeffries,896184,4587241.0,http://cdn.usatsimg.com/api/download/?imageID=13458780,http://cdn.usatsimg.com/api/download/?imageID=13515046,2019-10-09T17:16:12,2019-10-14T10:06:47,1629610
716,43,3.0,35.0,47,13,0.277,106,37,0.349,14,11,0.786,28,0,00,315.0,6.0,,28,22.0,1629660,98,,,,,,,,,,,,,,,,,,,,41.0,,2019-20,14.0,PHX,1610612756.0,18.0,,1629660,Ty Jerome,Ty,Jerome,True,20002307,,Active,29,PHO,10,G,PG,Ty,Jerome,77,195,,,,,,Virginia,2193480.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002307.png,0,03cf6eb6-688a-49b1-a4cc-f10c39c21725,,4774.0,201229.0,942866,774979.0,,Scrambled,Scrambled,,Scrambled,110331,942866,6212,Ty Jerome,Ty Jerome,Ty Jerome,PG,1.0,20000029,Ty Jerome,942866,4587186.0,http://cdn.usatsimg.com/api/download/?imageID=13964032,,2020-01-27T14:06:43,,1629660
718,2,0.0,11.0,0,0,0.0,15,7,0.467,6,4,0.667,13,0,00,54.0,7.0,,6,23.0,1628993,18,,,,,,,,,,,,,,,,,,,,18.0,,2019-20,0.0,IND,1610612754.0,3.0,,1628993,Alize Johnson,Alize,Johnson,True,20002039,,Active,13,IND,24,F,PF,Alize,Johnson,79,212,1996-04-22T00:00:00,,,,,Missouri State,1416852.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002039.png,0,247fda9b-09e6-4949-8fe3-acfcb9ed0983,,4461.0,201151.0,953283,775688.0,,Scrambled,Scrambled,,Scrambled,84718,953283,6061,Alize Johnson,Alize Johnson,Alize Johnson,,,20000013,Alize Johnson,953283,4587709.0,http://cdn.usatsimg.com/api/download/?imageID=13714906,http://cdn.usatsimg.com/api/download/?imageID=13714899,2019-11-26T10:25:27,2019-11-26T10:25:15,1628993
720,2,0.0,5.0,6,1,0.167,18,5,0.278,2,2,1.0,8,0,00,46.0,1.0,,0,24.0,1629168,13,,,,,,,,,,,,,,,,,,,,6.0,,2019-20,2.0,ORL,1610612753.0,3.0,,1629168,BJ Johnson,BJ,Johnson,True,20002102,,Active,5,ORL,13,F,PF,B.J.,Johnson,79,200,1995-12-21T00:00:00,,,,,La Salle,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002102.png,0,c27a4770-03ef-4a91-9022-45fc0fb6a730,,4511.0,201220.0,786385,756826.0,,Scrambled,Scrambled,,Scrambled,101327,786385,6104,B.J. Johnson,B.J. Johnson,B.J. Johnson,,,20000005,B.J. Johnson,786385,4587680.0,http://cdn.usatsimg.com/api/download/?imageID=13996151,,2020-02-04T16:31:42,,1629168
722,52,16.0,101.0,229,91,0.397,325,136,0.418,46,35,0.761,49,1,00,996.0,39.0,,72,24.0,1629661,398,,,,,,,,,,,,,,,,,,,,140.0,,2019-20,30.0,PHX,1610612756.0,29.0,,1629661,Cameron Johnson,Cameron,Johnson,True,20002289,,Active,29,PHO,23,G,PG,Cameron,Johnson,80,210,,,,,,North Carolina,4033440.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002289.png,0,2fe5b749-7bd4-4dbc-acfb-6d675f541e37,3113.0,4916.0,201274.0,843005,762991.0,,Scrambled,Scrambled,2020-03-12T00:00:00,Scrambled,110316,843005,6173,Cameron Johnson,Cameron Johnson,Cameron Johnson,PG,1.0,20000029,Cameron Johnson,843005,4587188.0,http://cdn.usatsimg.com/api/download/?imageID=13714779,http://cdn.usatsimg.com/api/download/?imageID=13714796,2019-11-26T10:21:49,2019-11-26T10:22:30,1629661
724,21,13.0,44.0,45,16,0.356,87,39,0.448,14,8,0.571,18,0,00,281.0,8.0,,34,33.0,201949,102,,,,,,,,,,,,,,,,,,,,52.0,,2019-20,6.0,MIA,1610612748.0,15.0,,201949,James Johnson,James,Johnson,True,20000464,,Active,16,MIN,16,F,PF,James,Johnson,79,240,1987-02-20T00:00:00,Cheyenne,Wyoming,,,Wake Forest,15349400.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000464.png,9,1f0687ca-c8f2-4c71-8306-8a18cbf6cc60,1621.0,3021.0,200148.0,398037,736252.0,2088.0,Scrambled,Scrambled,,Scrambled,9966,398037,4621,James Johnson,James Johnson,James Johnson,PF,1.0,20000016,James Johnson,398037,4586780.0,http://cdn.usatsimg.com/api/download/?imageID=13458774,http://cdn.usatsimg.com/api/download/?imageID=13515050,2019-10-09T17:16:12,2019-10-14T10:06:57,201949
725,53,19.0,49.0,46,17,0.37,128,64,0.5,34,23,0.676,14,1,00,338.0,17.0,,46,33.0,201949,168,,,,,,,,,,,,,,,,,,,,66.0,,2019-20,19.0,MIN,1610612750.0,33.0,,201949,James Johnson,James,Johnson,True,20000464,,Active,16,MIN,16,F,PF,James,Johnson,79,240,1987-02-20T00:00:00,Cheyenne,Wyoming,,,Wake Forest,15349400.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000464.png,9,1f0687ca-c8f2-4c71-8306-8a18cbf6cc60,1621.0,3021.0,200148.0,398037,736252.0,2088.0,Scrambled,Scrambled,,Scrambled,9966,398037,4621,James Johnson,James Johnson,James Johnson,PF,1.0,20000016,James Johnson,398037,4586780.0,http://cdn.usatsimg.com/api/download/?imageID=13458774,http://cdn.usatsimg.com/api/download/?imageID=13515050,2019-10-09T17:16:12,2019-10-14T10:06:57,201949
726,74,32.0,93.0,91,33,0.363,215,103,0.479,48,31,0.646,32,1,00,620.0,25.0,,80,33.0,201949,270,,,,,,,,,,,,,,,,,,,,118.0,,2019-20,25.0,TOT,0.0,48.0,,201949,James Johnson,James,Johnson,True,20000464,,Active,16,MIN,16,F,PF,James,Johnson,79,240,1987-02-20T00:00:00,Cheyenne,Wyoming,,,Wake Forest,15349400.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000464.png,9,1f0687ca-c8f2-4c71-8306-8a18cbf6cc60,1621.0,3021.0,200148.0,398037,736252.0,2088.0,Scrambled,Scrambled,,Scrambled,9966,398037,4621,James Johnson,James Johnson,James Johnson,PF,1.0,20000016,James Johnson,398037,4586780.0,http://cdn.usatsimg.com/api/download/?imageID=13458774,http://cdn.usatsimg.com/api/download/?imageID=13515050,2019-10-09T17:16:12,2019-10-14T10:06:57,201949
